TIME = 2019-04-07T18:58:35.000Z	 LON = -77.06404	 LAT = 38.85137	 ALT = 115.8	 SPEED = 0.1G (raw) 0.00,-0.03,0.93
TIME = 2019-04-07T19:03:35.000Z	 LON = -77.056823333	 LAT = 38.849821667	 ALT = -0.9	 SPEED = 7.7G (raw) -0.28,-0.28,0.85
TIME = 2019-04-07T19:03:36.000Z	 LON = -77.056895	 LAT = 38.84988	 ALT = -1.6	 SPEED = 8.1G (raw) -0.22,-0.27,0.72
TIME = 2019-04-07T19:03:37.000Z	 LON = -77.056965	 LAT = 38.849938333	 ALT = -2.2	 SPEED = 8.3G (raw) -0.21,-0.35,0.83
TIME = 2019-04-07T19:03:38.000Z	 LON = -77.05704	 LAT = 38.849996667	 ALT = -2.8	 SPEED = 8.3G (raw) -0.25,-0.45,1.14
TIME = 2019-04-07T19:03:39.000Z	 LON = -77.057105	 LAT = 38.850051667	 ALT = -3.2	 SPEED = 8.1G (raw) -0.24,-0.34,1.25
TIME = 2019-04-07T19:03:40.000Z	 LON = -77.057171667	 LAT = 38.850106667	 ALT = -3.7	 SPEED = 8.0G (raw) -0.18,-0.37,0.85
TIME = 2019-04-07T19:03:41.000Z	 LON = -77.057238333	 LAT = 38.850161667	 ALT = -4.3	 SPEED = 7.7G (raw) -0.21,-0.30,0.85
TIME = 2019-04-07T19:03:42.000Z	 LON = -77.057305	 LAT = 38.85021	 ALT = -4.8	 SPEED = 7.2G (raw) -0.29,-0.30,0.85
TIME = 2019-04-07T19:03:43.000Z	 LON = -77.05737	 LAT = 38.850261667	 ALT = -5.5	 SPEED = 6.8G (raw) -0.20,-0.14,0.78
TIME = 2019-04-07T19:03:44.000Z	 LON = -77.057436667	 LAT = 38.85031	 ALT = -6.2	 SPEED = 6.3G (raw) -0.13,-0.26,0.87
TIME = 2019-04-07T19:03:45.000Z	 LON = -77.05749	 LAT = 38.85035	 ALT = -7.1	 SPEED = 5.2G (raw) -0.14,-0.31,0.92
TIME = 2019-04-07T19:03:46.000Z	 LON = -77.057533333	 LAT = 38.850383333	 ALT = -7.8	 SPEED = 3.9G (raw) -0.19,-0.38,0.91
TIME = 2019-04-07T19:03:47.000Z	 LON = -77.057571667	 LAT = 38.850406667	 ALT = -8.7	 SPEED = 2.7G (raw) -0.25,-0.34,0.85
TIME = 2019-04-07T19:03:48.000Z	 LON = -77.057593333	 LAT = 38.850423333	 ALT = -9.3	 SPEED = 1.9G (raw) -0.25,-0.31,0.86
TIME = 2019-04-07T19:03:49.000Z	 LON = -77.057548333	 LAT = 38.85042	 ALT = -6.0	 SPEED = 1.0G (raw) -0.22,-0.37,0.86
TIME = 2019-04-07T19:03:50.000Z	 LON = -77.05753	 LAT = 38.850421667	 ALT = -4.5	 SPEED = 0.9G (raw) -0.40,-0.40,0.82
TIME = 2019-04-07T19:03:51.000Z	 LON = -77.057526667	 LAT = 38.850421667	 ALT = -3.8	 SPEED = 1.7G (raw) -0.48,-0.43,0.80
TIME = 2019-04-07T19:03:52.000Z	 LON = -77.05752	 LAT = 38.850438333	 ALT = -3.1	 SPEED = 3.4G (raw) -0.36,-0.38,0.77
TIME = 2019-04-07T19:03:53.000Z	 LON = -77.057538333	 LAT = 38.850466667	 ALT = -2.9	 SPEED = 4.2G (raw) -0.34,-0.43,0.77
TIME = 2019-04-07T19:03:54.000Z	 LON = -77.057581667	 LAT = 38.8505	 ALT = -2.8	 SPEED = 5.2G (raw) -0.22,-0.57,0.82
TIME = 2019-04-07T19:03:55.000Z	 LON = -77.057646667	 LAT = 38.850525	 ALT = -2.8	 SPEED = 6.1G (raw) -0.30,-0.47,0.71
TIME = 2019-04-07T19:03:56.000Z	 LON = -77.057726667	 LAT = 38.850543333	 ALT = -2.1	 SPEED = 6.4G (raw) -0.30,-0.49,0.94
TIME = 2019-04-07T19:03:57.000Z	 LON = -77.057816667	 LAT = 38.850555	 ALT = -1.7	 SPEED = 7.2G (raw) -0.36,-0.28,0.65
TIME = 2019-04-07T19:03:58.000Z	 LON = -77.057923333	 LAT = 38.850558333	 ALT = -1.0	 SPEED = 8.1G (raw) -0.38,-0.38,1.01
TIME = 2019-04-07T19:03:59.000Z	 LON = -77.05804	 LAT = 38.850555	 ALT = -0.4	 SPEED = 9.2G (raw) -0.37,-0.29,0.82
TIME = 2019-04-07T19:04:00.000Z	 LON = -77.05816	 LAT = 38.850551667	 ALT = 0.2	 SPEED = 9.8G (raw) -0.37,-0.30,0.97
TIME = 2019-04-07T19:04:01.000Z	 LON = -77.058278333	 LAT = 38.850551667	 ALT = 0.4	 SPEED = 10.2G (raw) -0.21,-0.46,1.13
TIME = 2019-04-07T19:04:02.000Z	 LON = -77.058406667	 LAT = 38.850553333	 ALT = 0.9	 SPEED = 10.3G (raw) -0.18,-0.30,0.91
TIME = 2019-04-07T19:04:03.000Z	 LON = -77.058528333	 LAT = 38.850551667	 ALT = 1.4	 SPEED = 10.2G (raw) -0.33,-0.42,1.00
TIME = 2019-04-07T19:04:04.000Z	 LON = -77.058646667	 LAT = 38.850548333	 ALT = 1.9	 SPEED = 10.2G (raw) -0.29,-0.39,0.90
TIME = 2019-04-07T19:04:05.000Z	 LON = -77.058766667	 LAT = 38.850545	 ALT = 2.5	 SPEED = 10.3G (raw) -0.27,-0.25,0.71
TIME = 2019-04-07T19:04:06.000Z	 LON = -77.058886667	 LAT = 38.850541667	 ALT = 2.9	 SPEED = 10.2G (raw) -0.28,-0.36,0.88
TIME = 2019-04-07T19:04:07.000Z	 LON = -77.059011667	 LAT = 38.850538333	 ALT = 3.5	 SPEED = 10.2G (raw) -0.23,-0.36,0.82
TIME = 2019-04-07T19:04:08.000Z	 LON = -77.059133333	 LAT = 38.850538333	 ALT = 4.1	 SPEED = 10.1G (raw) -0.17,-0.29,0.75
TIME = 2019-04-07T19:04:09.000Z	 LON = -77.059246667	 LAT = 38.85054	 ALT = 4.6	 SPEED = 9.9G (raw) -0.33,-0.30,0.84
TIME = 2019-04-07T19:04:10.000Z	 LON = -77.059363333	 LAT = 38.85054	 ALT = 5.1	 SPEED = 9.8G (raw) -0.30,-0.57,1.22
TIME = 2019-04-07T19:04:11.000Z	 LON = -77.05948	 LAT = 38.85054	 ALT = 5.4	 SPEED = 9.8G (raw) -0.25,-0.36,0.79
TIME = 2019-04-07T19:04:12.000Z	 LON = -77.059593333	 LAT = 38.850536667	 ALT = 5.8	 SPEED = 9.6G (raw) -0.31,-0.22,0.78
TIME = 2019-04-07T19:04:13.000Z	 LON = -77.059708333	 LAT = 38.85053	 ALT = 6.6	 SPEED = 9.9G (raw) -0.34,-0.28,0.77
TIME = 2019-04-07T19:04:14.000Z	 LON = -77.05983	 LAT = 38.850525	 ALT = 7.1	 SPEED = 10.3G (raw) -0.33,-0.35,0.76
TIME = 2019-04-07T19:04:15.000Z	 LON = -77.05995	 LAT = 38.850523333	 ALT = 7.6	 SPEED = 10.3G (raw) -0.31,-0.47,1.00
TIME = 2019-04-07T19:04:16.000Z	 LON = -77.060066667	 LAT = 38.850521667	 ALT = 8.1	 SPEED = 10.2G (raw) -0.31,-0.25,0.65
TIME = 2019-04-07T19:04:17.000Z	 LON = -77.060181667	 LAT = 38.850521667	 ALT = 8.5	 SPEED = 9.9G (raw) -0.28,-0.31,0.90
TIME = 2019-04-07T19:04:18.000Z	 LON = -77.060306667	 LAT = 38.850523333	 ALT = 9.2	 SPEED = 10.1G (raw) -0.40,-0.40,0.83
TIME = 2019-04-07T19:04:19.000Z	 LON = -77.060425	 LAT = 38.85052	 ALT = 10.3	 SPEED = 10.0G (raw) -0.31,-0.42,1.08
TIME = 2019-04-07T19:04:20.000Z	 LON = -77.060536667	 LAT = 38.850518333	 ALT = 11.4	 SPEED = 9.8G (raw) -0.33,-0.22,0.53
TIME = 2019-04-07T19:04:21.000Z	 LON = -77.060656667	 LAT = 38.85052	 ALT = 12.7	 SPEED = 9.8G (raw) -0.38,-0.25,0.81
TIME = 2019-04-07T19:04:22.000Z	 LON = -77.060773333	 LAT = 38.850521667	 ALT = 13.8	 SPEED = 9.8G (raw) -0.49,-0.28,0.95
TIME = 2019-04-07T19:04:23.000Z	 LON = -77.060886667	 LAT = 38.850526667	 ALT = 14.7	 SPEED = 9.7G (raw) -0.32,-0.18,0.52
TIME = 2019-04-07T19:04:24.000Z	 LON = -77.060996667	 LAT = 38.850533333	 ALT = 15.5	 SPEED = 9.6G (raw) -0.33,-0.41,1.00
TIME = 2019-04-07T19:04:25.000Z	 LON = -77.061108333	 LAT = 38.850546667	 ALT = 16.4	 SPEED = 9.8G (raw) -0.34,-0.33,0.97
TIME = 2019-04-07T19:04:26.000Z	 LON = -77.061216667	 LAT = 38.850568333	 ALT = 17.2	 SPEED = 9.8G (raw) -0.31,-0.44,0.94
TIME = 2019-04-07T19:04:27.000Z	 LON = -77.061325	 LAT = 38.85059	 ALT = 18.2	 SPEED = 9.7G (raw) -0.32,-0.24,0.73
TIME = 2019-04-07T19:04:28.000Z	 LON = -77.061428333	 LAT = 38.850621667	 ALT = 18.9	 SPEED = 9.5G (raw) -0.26,-0.29,0.87
TIME = 2019-04-07T19:04:29.000Z	 LON = -77.061526667	 LAT = 38.850656667	 ALT = 19.6	 SPEED = 9.4G (raw) -0.33,-0.30,0.90
TIME = 2019-04-07T19:04:30.000Z	 LON = -77.06162	 LAT = 38.850691667	 ALT = 20.4	 SPEED = 9.1G (raw) -0.30,-0.43,1.05
TIME = 2019-04-07T19:04:31.000Z	 LON = -77.061718333	 LAT = 38.850733333	 ALT = 20.7	 SPEED = 8.6G (raw) -0.31,-0.26,0.92
TIME = 2019-04-07T19:04:32.000Z	 LON = -77.061806667	 LAT = 38.850773333	 ALT = 21.5	 SPEED = 8.8G (raw) -0.35,-0.16,0.91
TIME = 2019-04-07T19:04:33.000Z	 LON = -77.061891667	 LAT = 38.850818333	 ALT = 22.3	 SPEED = 9.2G (raw) -0.24,-0.22,0.74
TIME = 2019-04-07T19:04:34.000Z	 LON = -77.061981667	 LAT = 38.850863333	 ALT = 23.1	 SPEED = 9.0G (raw) -0.29,-0.31,0.94
TIME = 2019-04-07T19:04:35.000Z	 LON = -77.062076667	 LAT = 38.850906667	 ALT = 23.7	 SPEED = 8.8G (raw) -0.30,-0.29,0.98
TIME = 2019-04-07T19:04:36.000Z	 LON = -77.06216	 LAT = 38.850951667	 ALT = 24.1	 SPEED = 8.6G (raw) -0.26,-0.33,0.97
TIME = 2019-04-07T19:04:37.000Z	 LON = -77.062223333	 LAT = 38.850991667	 ALT = 25.3	 SPEED = 8.5G (raw) -0.11,-0.56,1.05
TIME = 2019-04-07T19:04:38.000Z	 LON = -77.062291667	 LAT = 38.851033333	 ALT = 26.2	 SPEED = 8.6G (raw) -0.26,-0.34,0.94
TIME = 2019-04-07T19:04:39.000Z	 LON = -77.062371667	 LAT = 38.851081667	 ALT = 26.8	 SPEED = 8.9G (raw) -0.32,-0.31,0.76
TIME = 2019-04-07T19:04:40.000Z	 LON = -77.062443333	 LAT = 38.85113	 ALT = 27.4	 SPEED = 8.8G (raw) -0.29,-0.36,0.84
TIME = 2019-04-07T19:04:41.000Z	 LON = -77.062521667	 LAT = 38.851176667	 ALT = 27.8	 SPEED = 8.6G (raw) -0.25,-0.44,0.97
TIME = 2019-04-07T19:04:42.000Z	 LON = -77.062603333	 LAT = 38.851226667	 ALT = 28.2	 SPEED = 8.8G (raw) -0.27,-0.31,0.76
TIME = 2019-04-07T19:04:43.000Z	 LON = -77.062683333	 LAT = 38.851275	 ALT = 28.1	 SPEED = 8.8G (raw) -0.32,-0.25,0.91
TIME = 2019-04-07T19:04:44.000Z	 LON = -77.062765	 LAT = 38.851323333	 ALT = 28.0	 SPEED = 8.7G (raw) -0.28,-0.20,0.84
TIME = 2019-04-07T19:04:45.000Z	 LON = -77.062843333	 LAT = 38.851373333	 ALT = 27.9	 SPEED = 8.5G (raw) -0.28,-0.24,0.85
TIME = 2019-04-07T19:04:46.000Z	 LON = -77.062923333	 LAT = 38.851425	 ALT = 27.7	 SPEED = 8.5G (raw) -0.18,-0.22,0.70
TIME = 2019-04-07T19:04:47.000Z	 LON = -77.063005	 LAT = 38.851473333	 ALT = 27.7	 SPEED = 8.3G (raw) -0.33,-0.36,1.00
TIME = 2019-04-07T19:04:48.000Z	 LON = -77.063078333	 LAT = 38.851521667	 ALT = 28.3	 SPEED = 8.3G (raw) -0.28,-0.39,1.10
TIME = 2019-04-07T19:04:49.000Z	 LON = -77.063151667	 LAT = 38.85157	 ALT = 28.8	 SPEED = 8.3G (raw) -0.25,-0.42,0.98
TIME = 2019-04-07T19:04:50.000Z	 LON = -77.06322	 LAT = 38.851618333	 ALT = 29.2	 SPEED = 8.1G (raw) -0.15,-0.28,0.59
TIME = 2019-04-07T19:04:51.000Z	 LON = -77.063288333	 LAT = 38.85166	 ALT = 29.6	 SPEED = 7.7G (raw) -0.28,-0.39,0.84
TIME = 2019-04-07T19:04:52.000Z	 LON = -77.063358333	 LAT = 38.851695	 ALT = 30.0	 SPEED = 7.5G (raw) -0.26,-0.36,0.83
TIME = 2019-04-07T19:04:53.000Z	 LON = -77.063433333	 LAT = 38.851728333	 ALT = 30.7	 SPEED = 7.6G (raw) -0.32,-0.33,0.98
TIME = 2019-04-07T19:04:54.000Z	 LON = -77.06351	 LAT = 38.851758333	 ALT = 31.1	 SPEED = 7.5G (raw) -0.22,-0.31,0.88
TIME = 2019-04-07T19:04:55.000Z	 LON = -77.063588333	 LAT = 38.851786667	 ALT = 31.7	 SPEED = 7.6G (raw) -0.17,-0.35,0.77
TIME = 2019-04-07T19:04:56.000Z	 LON = -77.063666667	 LAT = 38.851813333	 ALT = 32.1	 SPEED = 7.4G (raw) -0.26,-0.38,0.86
TIME = 2019-04-07T19:04:57.000Z	 LON = -77.06374	 LAT = 38.851836667	 ALT = 32.3	 SPEED = 6.9G (raw) -0.30,-0.44,0.91
TIME = 2019-04-07T19:04:58.000Z	 LON = -77.063805	 LAT = 38.85186	 ALT = 32.6	 SPEED = 6.6G (raw) -0.28,-0.28,0.80
TIME = 2019-04-07T19:04:59.000Z	 LON = -77.063871667	 LAT = 38.851878333	 ALT = 32.9	 SPEED = 6.5G (raw) -0.30,-0.36,0.88
TIME = 2019-04-07T19:05:00.000Z	 LON = -77.063935	 LAT = 38.851896667	 ALT = 33.2	 SPEED = 6.2G (raw) -0.27,-0.35,0.91
TIME = 2019-04-07T19:05:01.000Z	 LON = -77.064003333	 LAT = 38.851916667	 ALT = 33.6	 SPEED = 6.2G (raw) -0.25,-0.44,0.84
TIME = 2019-04-07T19:05:02.000Z	 LON = -77.064076667	 LAT = 38.851941667	 ALT = 34.0	 SPEED = 6.5G (raw) -0.24,-0.30,0.77
TIME = 2019-04-07T19:05:03.000Z	 LON = -77.064151667	 LAT = 38.851965	 ALT = 34.4	 SPEED = 6.8G (raw) -0.28,-0.36,1.00
TIME = 2019-04-07T19:05:04.000Z	 LON = -77.06422	 LAT = 38.851988333	 ALT = 34.8	 SPEED = 6.5G (raw) -0.29,-0.34,0.94
TIME = 2019-04-07T19:05:05.000Z	 LON = -77.064288333	 LAT = 38.852013333	 ALT = 35.1	 SPEED = 6.5G (raw) -0.27,-0.22,0.78
TIME = 2019-04-07T19:05:06.000Z	 LON = -77.064356667	 LAT = 38.852038333	 ALT = 35.2	 SPEED = 6.4G (raw) -0.24,-0.22,0.96
TIME = 2019-04-07T19:05:07.000Z	 LON = -77.064416667	 LAT = 38.852065	 ALT = 35.3	 SPEED = 6.2G (raw) -0.32,-0.34,1.03
TIME = 2019-04-07T19:05:08.000Z	 LON = -77.064471667	 LAT = 38.852096667	 ALT = 35.5	 SPEED = 5.9G (raw) -0.25,-0.30,0.97
TIME = 2019-04-07T19:05:09.000Z	 LON = -77.064528333	 LAT = 38.85213	 ALT = 35.6	 SPEED = 5.6G (raw) -0.17,-0.49,0.84
TIME = 2019-04-07T19:05:10.000Z	 LON = -77.06458	 LAT = 38.852156667	 ALT = 35.8	 SPEED = 5.3G (raw) -0.17,-0.40,0.74
TIME = 2019-04-07T19:05:11.000Z	 LON = -77.06463	 LAT = 38.852178333	 ALT = 36.2	 SPEED = 4.9G (raw) -0.05,-0.40,0.50
TIME = 2019-04-07T19:05:12.000Z	 LON = -77.064678333	 LAT = 38.852191667	 ALT = 36.6	 SPEED = 4.4G (raw) -0.26,-0.37,0.81
TIME = 2019-04-07T19:05:13.000Z	 LON = -77.06472	 LAT = 38.852196667	 ALT = 35.6	 SPEED = 3.7G (raw) -0.49,-0.44,0.74
TIME = 2019-04-07T19:05:14.000Z	 LON = -77.06475	 LAT = 38.852185	 ALT = 34.8	 SPEED = 2.8G (raw) -0.36,-0.49,0.75
TIME = 2019-04-07T19:05:15.000Z	 LON = -77.064778333	 LAT = 38.852166667	 ALT = 34.4	 SPEED = 2.8G (raw) -0.35,-0.36,0.71
TIME = 2019-04-07T19:05:16.000Z	 LON = -77.064815	 LAT = 38.85215	 ALT = 34.0	 SPEED = 3.3G (raw) -0.34,-0.35,0.85
TIME = 2019-04-07T19:05:17.000Z	 LON = -77.06487	 LAT = 38.852113333	 ALT = 33.9	 SPEED = 3.7G (raw) -0.35,-0.35,0.86
TIME = 2019-04-07T19:05:18.000Z	 LON = -77.064891667	 LAT = 38.852078333	 ALT = 33.8	 SPEED = 4.3G (raw) -0.32,-0.32,0.80
TIME = 2019-04-07T19:05:19.000Z	 LON = -77.064906667	 LAT = 38.852053333	 ALT = 33.5	 SPEED = 4.0G (raw) -0.41,-0.33,0.78
TIME = 2019-04-07T19:05:20.000Z	 LON = -77.06493	 LAT = 38.85203	 ALT = 33.6	 SPEED = 3.4G (raw) -0.36,-0.40,0.80
TIME = 2019-04-07T19:05:21.000Z	 LON = -77.064955	 LAT = 38.852013333	 ALT = 33.9	 SPEED = 2.9G (raw) -0.54,-0.45,0.64
TIME = 2019-04-07T19:05:22.000Z	 LON = -77.064975	 LAT = 38.851995	 ALT = 34.3	 SPEED = 2.6G (raw) -0.34,-0.45,0.85
TIME = 2019-04-07T19:05:23.000Z	 LON = -77.064985	 LAT = 38.851971667	 ALT = 35.0	 SPEED = 2.9G (raw) -0.34,-0.54,0.96
TIME = 2019-04-07T19:05:24.000Z	 LON = -77.064976667	 LAT = 38.851946667	 ALT = 35.3	 SPEED = 2.5G (raw) -0.43,-0.33,1.04
TIME = 2019-04-07T19:05:25.000Z	 LON = -77.06495	 LAT = 38.85192	 ALT = 36.1	 SPEED = 3.1G (raw) -0.40,-0.36,1.01
TIME = 2019-04-07T19:05:26.000Z	 LON = -77.064911667	 LAT = 38.851886667	 ALT = 36.9	 SPEED = 4.5G (raw) -0.40,-0.51,1.09
TIME = 2019-04-07T19:05:27.000Z	 LON = -77.064873333	 LAT = 38.851855	 ALT = 37.8	 SPEED = 4.5G (raw) -0.34,-0.22,0.59
TIME = 2019-04-07T19:05:28.000Z	 LON = -77.064836667	 LAT = 38.851823333	 ALT = 38.8	 SPEED = 4.3G (raw) -0.36,-0.74,1.21
TIME = 2019-04-07T19:05:29.000Z	 LON = -77.064805	 LAT = 38.851793333	 ALT = 39.7	 SPEED = 4.1G (raw) -0.35,-0.56,1.45
TIME = 2019-04-07T19:05:30.000Z	 LON = -77.064775	 LAT = 38.851765	 ALT = 40.6	 SPEED = 4.1G (raw) -0.33,-0.41,0.99
TIME = 2019-04-07T19:05:31.000Z	 LON = -77.064751667	 LAT = 38.851731667	 ALT = 41.5	 SPEED = 4.1G (raw) -0.39,-0.30,0.68
TIME = 2019-04-07T19:05:32.000Z	 LON = -77.064726667	 LAT = 38.851703333	 ALT = 42.3	 SPEED = 3.9G (raw) -0.22,-0.33,1.13
TIME = 2019-04-07T19:05:33.000Z	 LON = -77.064705	 LAT = 38.851676667	 ALT = 43.1	 SPEED = 3.7G (raw) -0.26,-0.37,1.12
TIME = 2019-04-07T19:05:34.000Z	 LON = -77.064696667	 LAT = 38.851638333	 ALT = 43.5	 SPEED = 4.0G (raw) -0.03,-0.27,0.91
TIME = 2019-04-07T19:05:35.000Z	 LON = -77.064663333	 LAT = 38.851605	 ALT = 44.0	 SPEED = 4.2G (raw) 0.06,-0.22,1.14
TIME = 2019-04-07T19:05:36.000Z	 LON = -77.064625	 LAT = 38.851573333	 ALT = 44.1	 SPEED = 4.1G (raw) -0.07,-0.00,0.96
TIME = 2019-04-07T19:05:37.000Z	 LON = -77.064585	 LAT = 38.851545	 ALT = 44.5	 SPEED = 3.9G (raw) 0.02,-0.23,0.91
TIME = 2019-04-07T19:05:38.000Z	 LON = -77.064555	 LAT = 38.851523333	 ALT = 44.6	 SPEED = 3.3G (raw) -0.12,-0.27,0.96
TIME = 2019-04-07T19:05:39.000Z	 LON = -77.064528333	 LAT = 38.85151	 ALT = 44.5	 SPEED = 2.6G (raw) -0.10,-0.25,0.94
TIME = 2019-04-07T19:05:40.000Z	 LON = -77.064508333	 LAT = 38.8515	 ALT = 44.4	 SPEED = 1.9G (raw) -0.07,-0.18,0.90
TIME = 2019-04-07T19:05:41.000Z	 LON = -77.064491667	 LAT = 38.851491667	 ALT = 44.4	 SPEED = 1.4G (raw) -0.24,-0.22,1.07
TIME = 2019-04-07T19:05:42.000Z	 LON = -77.064475	 LAT = 38.851483333	 ALT = 44.4	 SPEED = 1.3G (raw) -0.21,-0.15,0.92
TIME = 2019-04-07T19:05:43.000Z	 LON = -77.064461667	 LAT = 38.851476667	 ALT = 44.6	 SPEED = 1.2G (raw) -0.31,-0.15,0.91
TIME = 2019-04-07T19:05:44.000Z	 LON = -77.06445	 LAT = 38.851468333	 ALT = 44.7	 SPEED = 1.2G (raw) -0.26,-0.19,0.85
TIME = 2019-04-07T19:05:45.000Z	 LON = -77.06444	 LAT = 38.851461667	 ALT = 44.9	 SPEED = 1.2G (raw) -0.29,-0.24,0.91
TIME = 2019-04-07T19:05:46.000Z	 LON = -77.064436667	 LAT = 38.851455	 ALT = 45.1	 SPEED = 0.9G (raw) -0.17,-0.23,0.88
TIME = 2019-04-07T19:05:47.000Z	 LON = -77.064435	 LAT = 38.851446667	 ALT = 45.3	 SPEED = 0.8G (raw) -0.32,-0.22,0.87
TIME = 2019-04-07T19:05:48.000Z	 LON = -77.064428333	 LAT = 38.851443333	 ALT = 45.4	 SPEED = 0.6G (raw) -0.29,-0.26,0.84
TIME = 2019-04-07T19:05:49.000Z	 LON = -77.064421667	 LAT = 38.851441667	 ALT = 45.6	 SPEED = 0.6G (raw) -0.28,-0.24,0.85
TIME = 2019-04-07T19:05:50.000Z	 LON = -77.064413333	 LAT = 38.851438333	 ALT = 45.9	 SPEED = 0.7G (raw) -0.29,-0.25,0.86
TIME = 2019-04-07T19:05:51.000Z	 LON = -77.064406667	 LAT = 38.851436667	 ALT = 46.2	 SPEED = 0.6G (raw) -0.29,-0.26,0.90
TIME = 2019-04-07T19:05:52.000Z	 LON = -77.0644	 LAT = 38.851435	 ALT = 46.6	 SPEED = 0.5G (raw) -0.26,-0.29,0.91
TIME = 2019-04-07T19:05:53.000Z	 LON = -77.064395	 LAT = 38.851433333	 ALT = 46.9	 SPEED = 0.3G (raw) -0.30,-0.27,0.86
TIME = 2019-04-07T19:05:54.000Z	 LON = -77.064391667	 LAT = 38.851431667	 ALT = 47.2	 SPEED = 0.3G (raw) -0.28,-0.26,0.90
TIME = 2019-04-07T19:05:55.000Z	 LON = -77.064388333	 LAT = 38.851431667	 ALT = 47.5	 SPEED = 0.5G (raw) -0.30,-0.24,0.87
TIME = 2019-04-07T19:05:56.000Z	 LON = -77.064385	 LAT = 38.851435	 ALT = 47.6	 SPEED = 0.8G (raw) -0.27,-0.27,0.85
TIME = 2019-04-07T19:05:57.000Z	 LON = -77.06438	 LAT = 38.85144	 ALT = 47.8	 SPEED = 0.7G (raw) -0.29,-0.28,0.87
TIME = 2019-04-07T19:05:58.000Z	 LON = -77.064375	 LAT = 38.851445	 ALT = 48.1	 SPEED = 0.8G (raw) -0.28,-0.24,0.85
TIME = 2019-04-07T19:05:59.000Z	 LON = -77.064368333	 LAT = 38.85145	 ALT = 48.3	 SPEED = 0.7G (raw) -0.32,-0.24,0.94
TIME = 2019-04-07T19:06:00.000Z	 LON = -77.064361667	 LAT = 38.851455	 ALT = 48.5	 SPEED = 0.8G (raw) -0.30,-0.26,0.92
TIME = 2019-04-07T19:06:01.000Z	 LON = -77.064356667	 LAT = 38.85146	 ALT = 48.8	 SPEED = 0.6G (raw) -0.35,-0.30,0.87
TIME = 2019-04-07T19:06:02.000Z	 LON = -77.064351667	 LAT = 38.851465	 ALT = 49.1	 SPEED = 0.5G (raw) -0.30,-0.24,0.87
TIME = 2019-04-07T19:06:03.000Z	 LON = -77.064348333	 LAT = 38.851468333	 ALT = 49.3	 SPEED = 0.4G (raw) -0.31,-0.24,0.90
TIME = 2019-04-07T19:06:04.000Z	 LON = -77.064345	 LAT = 38.85147	 ALT = 49.6	 SPEED = 0.3G (raw) -0.30,-0.28,0.90
TIME = 2019-04-07T19:06:05.000Z	 LON = -77.06434	 LAT = 38.851471667	 ALT = 49.9	 SPEED = 0.5G (raw) -0.30,-0.24,0.86
